0,20180928,TX     ,201810     ,150000,10943.0
1,20180928,TX     ,201810     ,150000,10943.0
2,20180928,TX     ,201810     ,150000,10943.0
3,20180928,TX     ,201810     ,150000,10943.0
4,20180928,TX     ,201810     ,150000,10943.0
5,20180928,TX     ,201810     ,150000,10942.0
6,20180928,TX     ,201810     ,150000,10942.0
7,20180928,TX     ,201810     ,150000,10942.0
8,20180928,TX     ,201810     ,150000,10942.0
9,20180928,TX     ,201810     ,150000,10942.0
10,20180928,TX     ,201810     ,150000,10942.0
11,20180928,TX     ,201810     ,150000,10942.0
12,20180928,TX     ,201810     ,150001,10943.0
13,20180928,TX     ,201810     ,150001,10943.0
14,20180928,TX     ,201810     ,150001,10943.0
15,20180928,TX     ,201810     ,150002,10942.0
16,20180928,TX     ,201810     ,150002,10942.0
17,20180928,TX     ,201810     ,150002,10942.0
18,20180928,TX     ,201810     ,150002,10942.0
19,20180928,TX     ,201810     ,150002,10942.0
20,20180928,TX     ,201810     ,150004,10943.0
21,20180928,TX     ,201810     ,150004,10943.0
22,20180928,TX     ,201810     ,150004,10943.0
23,20180928,TX     ,201810     ,150004,10942.0
24,20180928,TX     ,201810     ,150005,10942.0
25,20180928,TX     ,201810     ,150005,10942.0
26,20180928,TX     ,201810     ,150006,10942.0
27,20180928,TX     ,201810     ,150006,10943.0
28,20180928,TX     ,201810     ,150006,10943.0
29,20180928,TX     ,201810     ,150006,10942.0
30,20180928,TX     ,201810     ,150006,10942.0
31,20180928,TX     ,201810     ,150007,10943.0
32,20180928,TX     ,201810     ,150007,10943.0
33,20180928,TX     ,201810     ,150008,10942.0
34,20180928,TX     ,201810     ,150009,10943.0
35,20180928,TX     ,201810     ,150011,10943.0
36,20180928,TX     ,201810     ,150011,10943.0
37,20180928,TX     ,201810     ,150012,10943.0
38,20180928,TX     ,201810     ,150012,10943.0
39,20180928,TX     ,201810     ,150013,10943.0
40,20180928,TX     ,201810     ,150013,10943.0
41,20180928,TX     ,201810     ,150013,10942.0
42,20180928,TX     ,201810     ,150013,10942.0
43,20180928,TX     ,201810     ,150014,10942.0
44,20180928,TX     ,201810     ,150014,10942.0
45,20180928,TX     ,201810     ,150015,10942.0
46,20180928,TX     ,201810     ,150016,10943.0
47,20180928,TX     ,201810     ,150017,10943.0
48,20180928,TX     ,201810     ,150018,10943.0
49,20180928,TX     ,201810     ,150022,10943.0
50,20180928,TX     ,201810     ,150022,10943.0
